track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
5mCprFWOqe0jB96v9RhLBo,Tongues,Joywave,56,6uSfC7gekwOjvPmTAIwgQR,How Do You Feel Now?,2015-04-14,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,0.827,0.682,6,-7.111,0,0.0435,0.00048,0.0187,0.101,0.933,117.967,234773
5mGVGSGpyrR3FsFnYQTWyh,Introducing Me,Nick Jonas,49,6KfTFTEXHhUvMqYoosDMR4,Camp Rock 2: The Final Jam,2010-01-01,🤩🤪Post Teen Pop🤪🤩,6IT8LGpwLw3Pt2XnVUBN7j,pop,post-teen pop,0.509,0.495,11,-6.073,1,0.0515,0.491,0.0,0.0773,0.684,112.893,187627
5mOPeaSXywGZX3mDflbDsq,Birch Tree,Foals,59,4uIDigk79DeZEYV6Z5Yf4s,What Went Down,2015-08-28,Indie/Jazz Poptimism,6OaTudLqBEuTyUMPxRNpZc,pop,indie poptimism,0.659,0.792,6,-7.101,0,0.0301,0.0186,0.0405,0.102,0.466,108.009,261133
5mQNY6pTeSDl2doFB7uLbE,Kids,OneRepublic,63,30Ni9qg2MBeeZXybsMOQ7m,Oh My My,2016-12-02,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0.596,0.732,2,-6.189,1,0.0401,0.0153,0.0,0.318,0.228,99.98,238387
5mYNWSc1AE7pWS3Ax4e8Dl,Close To Me (with Diplo) (feat. Swae Lee) - Felix Cartal Remix,Ellie Goulding,61,2tRRqWb7Zfodd3bO0cTDwc,Close To Me (Remixes),2019-02-01,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,0.733,0.839,1,-2.84,0,0.0335,0.0145,0.000187,0.162,0.471,126.009,223533
5masKPHeAOVNgxdLebIcK7,Stole the Show,Kygo,75,0uMIzWh1uEpHEBell4rlF8,Cloud Nine,2016-05-13,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.64,0.635,8,-7.565,0,0.226,0.271,0.0,0.319,0.475,100.034,223187
5mpibPxO6AWUhl2RiHpOGe,I Want You,MØ,49,52c2O1mvqnfAVjX9QNC5yd,Forever Neverland,2018-10-19,POPTIMISM,6lWMi4lPiiPwDqn8ZpeyAY,pop,indie poptimism,0.708,0.683,2,-5.249,0,0.0917,0.204,0.0,0.158,0.651,108.039,196196
5n0CTysih20NYdT2S0Wpe8,Trouble,Cage The Elephant,72,0nW0w37lrQ87k7PLZvC4qJ,Tell Me I'm Pretty,2015-12-18,Indie Poptimism,7Ic1UwucK3ozdycPBIPVSR,pop,indie poptimism,0.47,0.623,0,-5.655,1,0.0302,0.392,0.000453,0.0992,0.298,77.861,225973
5nCthAh3jt4xKuLJAifAaR,Harleys In Hawaii,Katy Perry,78,30UjBkRwwBeCdspCGPBB8V,Harleys In Hawaii,2019-10-16,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.722,0.757,10,-6.207,0,0.132,0.185,6.32e-06,0.126,0.721,140.094,185815
5naYe7rLMZcLfO1DKg48MK,All Day And Night,Jax Jones,75,16H9XbDP9IxeyOohsXkKXb,Snacks,2019-07-12,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,pop,post-teen pop,0.567,0.765,1,-4.107,0,0.108,0.317,0.0,0.14,0.541,121.924,169467
5npMYgysWSKOIVXj2szeLn,Vogue - Edit,Madonna,51,38nngL1nidjNYdHvJ3xJED,I'm Breathless,1990-03-22,90s Dance Hits,50cXvxgMGrvoUeLhkzCyIO,pop,dance pop,0.69,0.817,10,-10.137,0,0.0478,0.0109,0.00276,0.103,0.285,116.211,289560
5o3pP3SWueoHRCytmwaL52,caronte,Alba Reche,50,5m9csUiQbZ0OSSnVgbeCrQ,caronte,2019-10-17,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.553,0.209,7,-10.995,0,0.0319,0.814,0.0,0.113,0.248,119.592,189758
5oK98mpTJSU0iqLHN1hZ3y,22 (OVER S∞∞N),Bon Iver,59,1PgfRdl3lPyACfUGH4pquG,"22, A Million",2016-09-30,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.298,0.112,1,-15.765,1,0.0353,0.972,0.0823,0.0935,0.0972,86.786,168000
5p0rUHicpwMZil8RlNGGth,This Is Your Night,Amber,52,5NNCWaLHgcwPrWSPsp86ph,This Is Your Night,1996-11-26,90s Dance Hits,50cXvxgMGrvoUeLhkzCyIO,pop,dance pop,0.674,0.908,9,-3.262,0,0.0325,0.0714,0.000104,0.121,0.861,127.99,238160
5p7ujcrUXASCNwRaWNHR1C,Without Me,Halsey,88,0zzrCTzvL4ZmR42xF46Afm,Without Me,2018-10-04,Intro to Post-Teen Pop,6o6MNYZqHSkMAKcCHPNu7K,pop,post-teen pop,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661
5pd5gGxcHxErpWzbYxNi15,Hold The Line - Acoustic,A R I Z O N A,53,6U4ki0vCmP0GpIG2EWZKXQ,Hold The Line (Acoustic),2019-07-25,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.648,0.311,6,-10.847,0,0.0358,0.913,6.89e-05,0.112,0.327,90.946,195561
5q21u5TzhSaJPslac3xce8,Sometimes,Miami Horror,51,3y1akfRVCV7LQGYfqJ9WV9,Illumination,2010,GTA V - Radio Mirror Park,31R7Gd07KsDafqJEeL4Hqr,pop,electropop,0.581,0.861,7,-4.992,0,0.0334,0.0173,7.85e-05,0.175,0.45,124.992,253729
5qFPs70nZD1fQZOi7u7cIZ,Wake Me Up Before You Go-Go - Remastered,Wham!,54,5HaOXSCK1IlwzV4ve7CUKY,Twenty Five,2006-11-11,80's Songs | Top 💯 80s Music Hits,65HtIbyFkaQPflCa4oW8KO,pop,electropop,0.607,0.795,0,-5.137,1,0.0496,0.0986,0.0,0.059,0.815,81.298,232280
5qTWewFdT4gI0hJet8HKJW,No Me Voy A Morir,Belanova,53,35O4GLVm6F2fa7uRjYdzK5,Sueño Electro I,2010-01-01,ELECTROPOP EN ESPAÑOL,3VfscqF7zq65IGKiYM3FS0,pop,electropop,0.605,0.668,7,-4.515,1,0.0407,0.4,0.013,0.594,0.416,144.027,243013
5qiQbOa6AFEO3P111y9Jry,Mad Love - Blinkie Remix,Mabel,62,0o9d312clt8gVtz1uZZkBW,Mad Love (Remixes),2019-07-05,Cardio,37i9dQZF1DWSJHnPb1f0X3,pop,dance pop,0.706,0.931,0,-3.053,0,0.0456,0.354,3.72e-06,0.146,0.465,123.012,200893
5rDsAMjmB4Qa5WNciJPsfK,Tubthumping,Chumbawamba,53,6DUy5QdkKXI15NFbk3pYAZ,Playlist: 90s Pop,2008-04-28,90s Dance Hits,50cXvxgMGrvoUeLhkzCyIO,pop,dance pop,0.394,0.944,2,-8.082,1,0.181,0.0906,0.0,0.473,0.616,207.687,234133
5rRDCbF97rcJW0ES9RhPhC,Life's What You Make It,Graham Colton,50,2p1lJKQNcodNZVqsuFq6H2,Life's What You Make It,2016-03-04,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.655,0.686,7,-5.701,1,0.028,0.371,1.13e-06,0.113,0.544,112.974,186109
5rvY5aFTSvQAo2VNUR1Fxy,Blue Monday - 2011 Total Version,New Order,54,3rPC5Y8e9S6dGGkWvRYPRD,TOTAL,2011-06-03,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",2nRWtTI9a2LWjJ9Wy3JZs5,pop,electropop,0.792,0.713,0,-9.199,1,0.0539,0.000611,0.845,0.0855,0.849,130.418,449907
5sCvipEhpAhVhu3K6kzm1P,2 / 14,The Band CAMINO,67,6cSlODoo4uSPxXfyGwcY9I,My Thoughts on You,2016-04-01,The Sound of Indie Poptimism,7nHgmv7uyIA1KHj6qTttjH,pop,indie poptimism,0.607,0.708,9,-7.428,1,0.0539,0.377,0.0,0.294,0.551,97.005,163690
5sbooPcNgIE22DwO0VNGUJ,POP/STARS,K/DA,75,0UnBZ8laFgLUq5Ty5vbikQ,POP/STARS,2018-11-03,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.566,0.769,7,-4.342,1,0.0872,0.0183,0.0,0.108,0.385,170.036,191100
5sdb5pMhcK44SSLsj1moUh,I Found You (with Calvin Harris),benny blanco,71,3jfSJj7tHJxk1a4i2KZt9F,I Found You (with Calvin Harris),2018-11-02,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.775,0.872,6,-4.194,1,0.0469,0.033,0.0579,0.298,0.379,122.994,191496
5sn1BmEOPP1bu4cZq9OgoF,Tim McGraw - Recorded At Spotify Studios NYC,Maggie Rogers,63,5lLa32kU65Y7mhYLMiEcXn,Spotify Singles,2018-12-12,2019 in Indie Poptimism,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.712,0.46,0,-9.6,1,0.201,0.66,6.42e-06,0.101,0.123,79.98,250837
5tAa8Uaqr4VvA3693mbIhU,Ruin My Life,Zara Larsson,79,2BM5FQCILC33Va2jOZ11Mu,Ruin My Life,2018-10-18,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.665,0.699,11,-5.265,1,0.0578,0.423,0.0,0.0969,0.585,124.896,190932
5teOR8KU4XNWY2WlVUDiIR,85%,Loote,65,0hc021mB0QDSF4uCTr3Ki7,lost,2019-06-14,2019 in Indie Poptimism,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.574,0.651,7,-7.585,1,0.046,0.346,0.0,0.149,0.368,140.017,174107
5tf1VVWniHgryyumXyJM7w,Sugar (feat. Francesco Yates),Robin Schulz,76,5XyJzEROSmup2TcWmVjTIt,Sugar,2015-09-25,Electropop Hits  2017-2020,7kyvBmlc1uSqsTL0EuNLrx,pop,electropop,0.636,0.815,5,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123.063,219043
5u7JGFtQNT0Zj7TOykBS7s,White Sky,Vampire Weekend,50,0zeAijecFGZOS4OaRdPVz5,Contra,2010-01-11,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.572,0.684,9,-5.64,1,0.0649,0.114,0.00785,0.364,0.908,135.926,178667
5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,James Arthur,85,7oiJYvEJHsmYtrgviAVIBD,Back from the Edge,2016-10-28,10er Playlist,1kEczIkZH8IgaWT2BiApxZ,pop,electropop,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,211467
5uHl2eYaITSX6xEX8bmaXy,Adios,EVERGLOW,74,7tMpbKXDLlHPSCoPdF2OBv,HUSH,2019-08-19,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.633,0.706,10,-5.137,0,0.0627,0.000587,0.0795,0.245,0.399,128.187,189147
5uIRujGRZv5t4fGKkUTv4n,Feeling Lonely,boy pablo,68,1lESM5Y1VAvrCLEgLmyfOw,Soy Pablo,2018-10-05,Indie/Jazz Poptimism,6OaTudLqBEuTyUMPxRNpZc,pop,indie poptimism,0.635,0.537,6,-10.45,0,0.0536,0.014,3.72e-05,0.103,0.885,117.942,197947
5unCIQfJLMtcsiU6MP5zmB,I’m So Hot,MOMOLAND,61,2olU5yGGjXxgOt9GrFEtLo,Show Me,2019-03-20,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.75,0.883,6,-1.712,0,0.0432,0.226,9.84e-05,0.0437,0.85,127.069,200243
5up5uXChMJLKyuop9HwtCb,Shotgun (The Wild Remix),George Ezra,63,3pjsiMldUHVmgQCPVyVXAY,Shotgun (The Wild Remix),2018-06-15,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,0.588,0.757,5,-2.415,1,0.0716,0.327,0.0,0.323,0.836,122.813,191650
5vTPxzm4h2bY9rYyVrGEU5,Really Don't Care,Demi Lovato,69,6Kssm2LosQ0WyLukFZkEG5,Demi,2013-01-01,post teen pop,45AKTTGQEfYgAyidW5hucn,pop,post-teen pop,0.706,0.728,7,-3.602,1,0.0852,0.123,0.0,0.185,0.851,121.017,201600
5w6amHqMxl0yFEkhsZt0Tk,Waiting on the Summer,VHS Collection,51,4c6J2SkNIWpKJBPy2TKZlp,Stereo Hype,2016-09-30,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,0.553,0.811,4,-5.832,1,0.111,0.0449,0.0,0.101,0.629,104.988,254572
5x5JM1BSB6vollcIzDocqT,The Climb,Miley Cyrus,72,0IuHVgAvbNDJnJepuSZ8Oz,The Time Of Our Lives (International Version),2009-01-01,post teen pop,2ltt5ouiEO301o2jbxn30d,pop,post-teen pop,0.336,0.602,4,-6.354,1,0.0325,0.0635,0.0,0.141,0.299,161.01,234520
5xEM5hIgJ1jjgcEBfpkt2F,Complicated,Avril Lavigne,77,3zXjR3y2dUWklKmmp6lEhy,Let Go,2002-06-04,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,244507
5xLfQuX5YAfog2JgPz0dpA,Moving in Stereo,The Cars,56,4tJPWT4r4FSKwy784Qs1Fq,The Cars,1978-06-06,Electropop And Play,7p30DzTAgW6OhspSXHTI88,pop,electropop,0.718,0.543,4,-11.238,1,0.0372,0.0606,0.0988,0.0646,0.37,115.522,286107
5xgvMrYYHTIEtx7w1LEAn0,Line by Line,PREP,56,3fDdOIF7E21vyLWazAE2zV,Line by Line,2018-11-09,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.827,0.491,11,-7.305,0,0.1,0.0579,8.68e-05,0.292,0.647,93.019,237787
5xvUgoVED1F4mBu8FL0HaW,Ready or Not,Bridgit Mendler,68,114sumrk5wTeMWHVin86QC,Hello My Name Is...,2012-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.715,0.872,2,-3.835,1,0.0509,0.00351,3.84e-05,0.107,0.748,93.043,200947
5xzCzOAOfRi4DOttSzvznR,Lullaby,Sigala,66,1SR7c6j94aiuYEhUrfTbZ7,Lullaby,2018-02-23,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,pop,dance pop,0.725,0.834,5,-3.913,0,0.037,0.0784,1.27e-05,0.0834,0.859,120.026,204022
5y6pj7OeBFF0CVgZKhRbOG,Black Magic,Little Mix,76,4bzVI1FElc13HQagFR7S1W,Get Weird (Deluxe),2015-11-06,Post teen pop,7jQHOrErpLMStcUUSavQWR,pop,post-teen pop,0.777,0.895,4,-4.464,1,0.0618,0.0348,0.0,0.317,0.826,111.987,211773
5yDL13y5giogKs2fSNf7sj,Glad You Came,The Wanted,71,2hnaJ8ktG2FSP1EthsCo6N,Battleground (Deluxe Edition),2011-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.722,0.851,7,-3.873,0,0.0639,0.0319,0.0,0.108,0.452,126.885,197936
5yVIlYEHZxQVLyInCdldoS,Impossible,James Arthur,76,029WUoBjWc7Js1QiPH3mw0,James Arthur (Deluxe),2013-11-01,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.376,0.696,0,-4.785,0,0.0949,0.141,0.0,0.11,0.303,169.515,209440
5ysBPkopQGiMIl6zDYGZTn,Options (feat. Stephen Marley),Pitbull,51,5hAscAKEb41WewUApzNggC,Options (feat. Stephen Marley),2017-02-17,Electropop Hits  2017-2020,7kyvBmlc1uSqsTL0EuNLrx,pop,electropop,0.675,0.578,9,-5.913,1,0.233,0.0553,0.0,0.302,0.514,69.399,239760
5zFEJ5R9FvqzlY3ayWCfPq,New Friends,Maty Noyes,61,3O9x3cMOCtPX2cbdGSaNEi,Love Songs From A Lolita,2018-08-10,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,0.675,0.72,1,-4.768,0,0.21,0.033,1.3e-05,0.0311,0.593,168.039,190547
5zOnoB8FdZudDcPX4O8WqF,(No One Knows Me) Like the Piano,Sampha,63,2gUSWVHCOerKhJHZRwhVtN,Process,2017-02-03,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.621,0.199,10,-13.788,1,0.0344,0.976,0.00186,0.107,0.178,128.905,218160
601KiLiZtBJRTXBrTjeieP,Ode to Viceroy,Mac DeMarco,63,7x6wYKbZUU2BL3N8ZWwM3q,2,2012-10-16,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.514,0.632,2,-6.305,1,0.0501,0.208,0.0132,0.115,0.31,94.569,233818
60ONwBU0GgM3kJhPEOhTx0,About The Distance,Flitz&Suppe,50,7qdepmAALqX7taS6nMz8v5,Chillhop Daydreams,2018-08-08,Indie/Jazz Poptimism,6OaTudLqBEuTyUMPxRNpZc,pop,indie poptimism,0.688,0.177,8,-14.061,0,0.0507,0.454,0.626,0.376,0.316,79.994,192000
60TClTKDePeUjKyfotkLEg,Celébrate,Miki Núñez,57,28J7X3YF7SyRGoCvPJv1O9,Amuza,2019-09-12,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.628,0.755,7,-3.981,1,0.0545,0.0951,0.0,0.0825,0.782,172.16,219533
60XMmxciP1qewvkcD16qKQ,Déjà Vu,Katy Perry,53,0UlbGi4oAth8s6rwaGSU8Z,Witness (Deluxe),2017-06-09,Post Teen Pop,2Aud8PXoTGcyY5esHu4Aaz,pop,post-teen pop,0.636,0.607,9,-6.895,0,0.064,0.318,0.000751,0.094,0.165,120.063,197840
60bUT3XY15CTg8ZRNrSbqO,So High,Ruben,63,4uEX8XMeZ0sNk5hHKaVS0X,So High,2019-10-11,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,pop,post-teen pop,0.571,0.496,11,-7.36,1,0.0694,0.356,1.21e-06,0.0924,0.238,119.779,219854
60nZcImufyMA1MKQY3dcCH,"Happy - From ""Despicable Me 2""",Pharrell Williams,79,0lrmy4pJINsFzycJvttX2W,G I R L,2014-03-03,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post-teen pop,0.647,0.822,5,-4.662,0,0.183,0.219,0.0,0.0908,0.962,160.019,232720
60wwxj6Dd9NJlirf84wr2c,Clarity,Zedd,74,7juWTdmjo0vYywWu8HiQxs,Clarity,2012-01-01,Indie Poptimism,2QiMewRbSavfZ9MSAYz2h6,pop,indie poptimism,0.509,0.781,8,-3.48,1,0.072,0.0398,0.0,0.0749,0.176,128.0,271427
61ZM92T2zaXIVsqncThQzC,In Your Eyes (feat. Alida),Robin Schulz,74,7Aq8cN8Br8AHcDqC327dlV,In Your Eyes (feat. Alida),2020-01-10,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.57,0.672,8,-5.89,0,0.0723,0.177,0.0,0.0768,0.448,120.019,208222
61dCUoMCg28qEBzrW6htYM,Rather Be (feat. Jess Glynne),Clean Bandit,70,0dNt3MfPrvj6mHmajSuahw,New Eyes,2014-06-02,Electropop Hits  2017-2020,7kyvBmlc1uSqsTL0EuNLrx,pop,electropop,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,227833
61sqsOPon94ecMskeEXwev,Better To Lie (with Jesse & Swae Lee),benny blanco,51,0289KRg78G6kSjE9tx9sqE,Better To Lie (with Jesse & Swae Lee),2018-11-30,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.758,0.602,10,-7.909,0,0.094,0.0376,4.77e-06,0.111,0.519,155.038,176056
62LJFaYihsdVrrkgUOJC05,Kiss,Prince,73,54DjkEN3wdCQgfCTZ9WjdB,Parade - Music from the Motion Picture Under the Cherry Moon,1986-03-31,80's Songs | Top 💯 80s Music Hits,65HtIbyFkaQPflCa4oW8KO,pop,electropop,0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485,226240
62N2JSA0jHmSH7Va9t7hIf,Habits (Stay High) - Hippie Sabotage Remix,Tove Lo,65,47C7w4o1resDhr7jvYEpxE,Queen Of The Clouds,2014-01-01,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0.735,0.686,4,-7.562,0,0.0366,0.00108,0.871,0.0933,0.0656,121.011,258933
62XCV3AmCMkPa9X5mCim8O,All ‘Bout The Money,FAULHABER,51,3droSng2pOwou8B3UlZVHW,All ‘Bout The Money,2019-10-18,Dance Room,37i9dQZF1DX2ENAPP1Tyed,pop,dance pop,0.721,0.779,6,-4.239,0,0.0606,0.142,0.0,0.143,0.327,110.026,169964
62tXupybKJWVLgWY9TeBxP,Nothin' to Compare,Who,54,72N0ZiJYHZ8BxP9o6MZIn4,Nothin' to Compare,2019-04-12,Pop Dance Hits,7eERKCkgNKCCx5GYdeMIZf,pop,dance pop,0.522,0.524,10,-10.692,1,0.313,0.435,0.211,0.296,0.145,115.077,169696
62vpWI1CHwFy7tMIcSStl8,No Role Modelz,J. Cole,82,7viNUmZZ8ztn2UB4XB3jIL,2014 Forest Hills Drive,2014-12-09,10er Playlist,1kEczIkZH8IgaWT2BiApxZ,pop,electropop,0.696,0.521,10,-8.465,0,0.332,0.302,0.0,0.0565,0.458,100.0,292987
630sXRhIcfwr2e4RdNtjKN,Rewrite The Stars,Zac Efron,74,0mRqi6mOvyVVVEIfFFfWXU,Rewrite The Stars,2017-11-17,Intro to Post-Teen Pop,6o6MNYZqHSkMAKcCHPNu7K,pop,post-teen pop,0.684,0.619,10,-7.005,1,0.0386,0.0716,0.0,0.122,0.284,125.046,217440
635mzxhITS1xY3AVSLKgyD,Breathe,Michelle Branch,53,5cMMHA3CyA21eRXP1pnm0Z,Hotel Paper (U.S. Version-Enh'd),2003-06-24,post-teen pop,4TvZA7Pml7mHLgbwNomlnm,pop,post-teen pop,0.644,0.753,6,-4.296,1,0.0391,0.0279,0.00227,0.108,0.209,117.148,211773
63BGyvr6NuhA0q5NimghaG,The Only (feat. IRENE of Red Velvet),Raiden,54,4uXskh6wXrlNDZ4UrSF8Lh,The Only (feat. IRENE of Red Velvet),2019-08-02,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.672,0.923,11,-3.684,1,0.0875,0.102,0.0,0.129,0.395,116.028,186918
63CSozvYUEudPp12679UVF,Don't Worry (with Ray Dalton) - Radio Edit,Madcon,66,7rtYhYGbnV4OPbqIhendi8,Don't Worry (feat. Ray Dalton),2015-04-10,ELECTROPOP,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.811,0.699,7,-5.211,1,0.114,0.0726,1.38e-06,0.148,0.733,122.987,214789
63Ly2sEzloc9s0yAXlMi6r,Warm Water - Snakehips Remix,BANKS,57,41xJklJV7uqDzg9teggeR6,Warm Water (Snakehips Remix),2013-08-13,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,pop,indie poptimism,0.511,0.678,4,-6.858,0,0.869,0.241,0.0,0.0948,0.405,212.137,253585
63OC8cNa4ZnFB3bbvbWCOc,Black Mambo,Glass Animals,61,14IOe7ahxQPTwUYUQX3IFi,ZABA,2014-06-03,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.675,0.409,0,-10.707,0,0.0423,0.294,0.000596,0.119,0.308,79.954,248920
63nVsCAdxu9OdeRhe58wiE,Broken Wings,Mr. Mister,65,1vmioa1hsabaxkYnYKROT1,Welcome To The Real World,1985-06-01,80's Songs | Top 💯 80s Music Hits,65HtIbyFkaQPflCa4oW8KO,pop,electropop,0.286,0.473,1,-15.646,0,0.0388,0.115,4.23e-05,0.071,0.449,99.233,345840
63pQm5g0IXLckrv9X3KEyX,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,59,30AG0X0C5Gl5zrm5TsAqlH,The Papercut Chronicles II (Deluxe),2011-11-15,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,210960
64BKKgWdKdmKlQDzRfHW3C,Free (with Drew Love),Louis The Child,70,4vPi417GIyreDLamFQVZJd,Free (with Drew Love),2019-11-06,2019 in Indie Poptimism,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.653,0.565,1,-6.636,1,0.0354,0.00561,3.02e-05,0.145,0.165,124.987,222253
64j3Bd62HTe0pclk8Aq9BE,Open Wide,Calvin Harris,61,48zisMeiXniWLzOQghbPqS,Motion,2014-10-31,Mix ElectroPop//ElectroHouse// DeepHouse 2020,23swqzpOZwW1NhPiZ7iyFI,pop,electropop,0.76,0.943,1,-2.703,1,0.0363,0.0698,0.0,0.525,0.686,127.976,187547
64yrDBpcdwEdNY9loyEGbX,21 Guns,Green Day,75,1AHZd3C3S8m8fFrhFxyk79,21st Century Breakdown,2009-05-15,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.268,0.742,5,-4.939,1,0.0355,0.0518,0.0,0.626,0.416,159.779,321093
65Bynqyt59f3fojjs1Uo41,Stay With Me,ayokay,68,7arFGGWl2p1FTC3LPTw7Dz,In the Shape of a Dream,2018-08-31,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.695,0.695,2,-6.612,1,0.0706,0.489,0.00019,0.131,0.468,100.021,189787
65ES1qwOB577ZnTkizMXJJ,HUMBLE. - SKRILLEX REMIX,Skrillex,72,1X4aaOIXvs6gWtQZQpln4V,HUMBLE. (SKRILLEX REMIX),2017-09-29,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.902,0.934,11,-2.345,1,0.272,0.00781,8.23e-05,0.194,0.867,150.029,156800
65NKfdLTAnL8ubOho5jCXA,Flutes,Hot Chip,49,5GDNKEug3ME9sCAtCU0vu7,In Our Heads,2012-06-11,GTA V - Radio Mirror Park,31R7Gd07KsDafqJEeL4Hqr,pop,electropop,0.69,0.716,10,-6.375,0,0.0322,0.0374,0.00276,0.093,0.335,118.005,424530
65SjaqhfKeFhmXprzlzyn4,Nostalgic,A R I Z O N A,69,1qnAzDoa24ZYCZDzmP74sL,ASYLUM,2019-10-11,2019 in Indie Poptimism,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.691,0.538,0,-9.952,1,0.103,0.246,0.163,0.178,0.329,99.972,182668
65YX6qx31L6SOQlrSMGYeM,Who I Am,Nick Jonas & The Administration,49,5ujKKeQEPzfCsDbrv7ZRBU,Who I AM,2010-02-02,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.636,0.763,4,-5.588,1,0.035,0.0773,2.81e-05,0.174,0.756,107.256,245573
65hRZOQkVjmBdusz1N7aOv,Save The World,Swedish House Mafia,67,728voOLBbJUBgK2vooghcS,Save The World,2011-05-13,Indie Poptimism,2QiMewRbSavfZ9MSAYz2h6,pop,indie poptimism,0.507,0.665,0,-7.598,1,0.0474,0.0144,0.0,0.0759,0.4,126.879,213338
