,track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
4301,4652sjB5SIXUSZYDvGAl1j,Lil' Tune,Sunfish,32,0wB4aZ9mS2k5HXnsKsADfv,Lil' Tune,2019-12-06,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.869,0.706,9,-6.795,0,0.0903,0.135,2.12e-05,0.0534,0.564,116.032,182825
898,467Ka8djftrhQIZTkYJar0,Peace,Canyon Hills Worship,29,2eJbMsDrKsDKk191Ve9lch,Peace,2018-11-23,Christian Dance Party,37i9dQZF1DWUUPO0Sbx2CM,pop,dance pop,0.607,0.66,2,-7.898,1,0.0496,0.000817,1.14e-06,0.219,0.517,127.051,195493
5113,467t3218y3yihFcyDGWjr0,Skin,Dijon,67,1E3Dc94QXnqiQcGVgij0iW,Skin,2018-04-19,indie poptimism,1E5VdGGWkpDQ682gdvJAZH,pop,indie poptimism,0.674,0.616,7,-3.471,1,0.0272,0.512,2.1e-06,0.331,0.551,94.934,230625
1355,46D0hYb1B7qiU33VtXt21W,Easy,Camila Cabello,78,514p9UpvibpBhShFgpZaxS,Easy,2019-10-11,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.574,0.593,4,-5.731,0,0.0463,0.411,1.55e-06,0.0966,0.355,128.073,194686
1919,46Kcradxrva9Dny4lHU1b3,Miss Jackson (feat. LOLO),Panic! At The Disco,68,1hxraaWEf3wFnJxADf8Dge,"Too Weird To Live, Too Rare To Die!",2013-10-04,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.642,0.873,2,-5.821,1,0.0551,0.00394,0.0,0.175,0.662,82.002,192053
2689,46NBoIAHrmR7qcUGCIFEjR,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),David Guetta,68,7EvlnQaVuUuFLIeSuE6nRq,This One's for You (feat. Zara Larsson) [Official Song UEFA EURO 2016],2016-05-13,ELECTROPOP,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.367,0.915,9,-3.456,0,0.0488,0.0022,5.81e-05,0.0905,0.365,110.169,207273
3846,46QBu7dvDRKji86LUB2Vaa,Low Tide,XY&O,38,3K2AuduvjqxMs8eLxhyMVy,Low Tide,2015-05-28,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,pop,indie poptimism,0.559,0.799,9,-5.807,0,0.0455,0.000397,0.00958,0.0609,0.367,116.975,202532
3638,46QazXxQS0B31CnbRCy8CV,Rock You Like a Hurricane,Scorpions,64,4vQ96yyyYbaeTQujH3iTtd,Comeblack,2011-11-04,80's Songs | Top 💯 80s Music Hits,65HtIbyFkaQPflCa4oW8KO,pop,electropop,0.587,0.891,11,-3.381,1,0.0361,0.000261,0.00454,0.314,0.705,124.005,255573
1913,46RVKt5Edm1zl0rXhPJZxz,Down Under,Men At Work,73,6GYIy1SuhPDrugCZ5yNeQy,The Best Of Men At Work: Contraband,1996-02-01,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.746,0.79,11,-4.7,0,0.0257,0.0485,0.0261,0.0534,0.891,107.231,220867
2769,46SLrzs7kkBROQpgpWPOTo,El Amanecer,Javiera Mena,0,6jzhhYnjQP04TPEBVoxM1f,Mena,2010-09-01,This Is: Javiera Mena,37i9dQZF1DWSOvcBNdfJ87,pop,electropop,0.601,0.789,3,-7.744,1,0.0308,0.00315,0.273,0.0729,0.935,127.013,222227
230,46W9iEjOg5nkMvb6lo4Jwz,Don’t Give Up On Me Now (with Julie Bergan),R3HAB,63,3c75BN83lBpZC0sPBiSycu,Don’t Give Up On Me Now (with Julie Bergan),2019-05-10,Cardio,37i9dQZF1DWSJHnPb1f0X3,pop,dance pop,0.687,0.706,4,-5.357,1,0.0459,0.091,0.0,0.124,0.27,115.268,127826
4490,46gwMD8DJO8B6jy2C3hEeZ,Pretty Sad,XYLØ,54,2lohPm6Xt6ft1WvM87MoD7,pretty sad,2019-03-01,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,0.585,0.619,8,-6.643,1,0.0286,0.0824,2.57e-06,0.0996,0.337,100.045,199222
2490,46lFttIf5hnUZMGvjK0Wxo,Runaway (U & I),Galantis,74,4QcXq4vTVN7dFb7bZa9jG2,Pharmacy,2015-06-05,Electropop Hits  2017-2020,7kyvBmlc1uSqsTL0EuNLrx,pop,electropop,0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,227074
349,46x4SztssOJ1KzRjPqVUPk,Brand New (Helium),Lvly,2,6l0qcKAJyMEcpjKwIOy1sT,Brand New (Helium),2018-04-13,Pop Warmup 130 BPM,37i9dQZF1DX3PIAZMcbo2T,pop,dance pop,0.714,0.809,7,-4.34,0,0.0801,0.00736,0.0,0.342,0.32,128.045,173797
850,4773u67p3U4PKaWtm5vlcj,Come To Life,Neon Feather,34,101P0Nat9WRPuN60kxdk2i,Come To Life,2019-02-15,Christian Dance Party,37i9dQZF1DWUUPO0Sbx2CM,pop,dance pop,0.434,0.843,0,-5.321,1,0.0544,0.0609,0.0,0.204,0.451,150.129,178733
2054,478J9iKJwF4ZGOFYEYz8s9,Rolling Thunder,Yoshi Flower,19,18vkgJI3CTxUI6nbgS41pB,Rolling Thunder,2019-08-02,a taste of the mainstream,4gbXqmZDUFHqlaYjf4uVyS,pop,post-teen pop,0.757,0.673,7,-6.733,1,0.185,0.0736,0.0,0.111,0.482,107.178,169068
44,478QYNLw6dhTTx4oEkhBeq,Freaking Me Out - Keanu Silva Remix,Ava Max,55,6sOIjQyLBuivHFkEBttj5J,Freaking Me Out (Keanu Silva Remix),2019-11-01,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.755,0.931,1,-4.104,0,0.0606,0.132,0.0271,0.0854,0.288,122.041,177466
5387,479UW5ZEzAhdSn7uq7doLn,27 Hours,BANKS,0,3SzNTLHbVm0borYWkbrzf0,The Altar,2016-09-30,Deep-deep Bubble Pop,744VClUYfFnZCDPcOUkg5G,pop,indie poptimism,0.471,0.592,6,-6.685,0,0.0308,0.0345,0.000222,0.207,0.219,75.939,190080
5069,47Bg6IrMed1GPbxRgwH2aC,Best Friend,Rex Orange County,81,51pSyGziPFv8ajzF7ilUAr,Best Friend,2017-01-25,indie poptimism,1E5VdGGWkpDQ682gdvJAZH,pop,indie poptimism,0.575,0.714,6,-5.247,1,0.0596,0.395,0.0,0.115,0.32,144.982,262231
1019,47IPlYJZ0iglPj2Nmwwr8O,Body Language,INTERSECTION,32,6WVLxrFpNXgI3idqaP2dUt,Body Language,2018-12-07,Best of 2019 Dance Pop: Japan,37i9dQZF1DXdOtZGKonFlM,pop,dance pop,0.725,0.685,0,-5.292,1,0.0938,0.00423,0.0,0.0552,0.612,109.952,220088
3504,47Ls11l7EzQazAwsw7AAwT,"Glowstix, Neon & Blood",Incubite,0,61QDorspx282H7iLc5dbFs,Toxicum,2011-02-18,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop,53CmFroG6MWR5reOOXJX6B,pop,electropop,0.547,0.888,1,-6.643,1,0.0299,0.000283,0.501,0.168,0.333,129.993,272893
2599,47OVNnZJzIkrsEiZ4n187p,Mama,Jonas Blue,68,1PJTxJTsQxGT7KTY8gBfR7,Mama,2017-05-05,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.737,0.792,11,-4.117,0,0.0416,0.102,0.0,0.0532,0.543,104.012,184134
1043,47PRHkkBim9N2vdhJHoYel,Ooo!,EXILE SHOKICHI,29,2VH4MDTOOs9IswirGyVPGe,1114,2019-05-15,Best of 2019 Dance Pop: Japan,37i9dQZF1DXdOtZGKonFlM,pop,dance pop,0.714,0.799,0,-5.797,1,0.181,0.632,0.0,0.0934,0.615,123.133,180773
1187,47TkNd4UYUI7yd0m9gBfNc,Torturing Myself,Lauren Presley,42,4wTGlewvKMjoWBdlDSPmrq,Torturing Myself,2020-01-06,TUNES DANCE AND POP,3arpkhoRWXEYbdCpVAIrRR,pop,dance pop,0.452,0.42,1,-12.457,1,0.151,0.0744,0.0,0.194,0.503,92.574,179500
302,47dABAPyBgKB3iQCrC4Vrv,Who's Got Your Love,Cheat Codes,70,6d4dRmGQEOf0EAZepURdbY,Who's Got Your Love,2019-03-15,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,0.704,0.888,11,-2.872,1,0.0541,0.00553,0.0011,0.079,0.531,125.027,157000
4728,47rks3vghBGi3B8q7ZIFkv,hungover & i miss u,gnash,62,7HWUJQHyAP7elpf1WDLiMm,hungover & i miss u,2020-01-10,The Pulse of Indie Poptimism,5qFXOOxrQVyS4UCq3UilZN,pop,indie poptimism,0.926,0.418,6,-8.154,1,0.0471,0.37,7.78e-05,0.158,0.335,128.003,166667
120,48GmVZwvkoVC5StfMLfNJE,Need U,DVBBS,24,2yBTjWwQLEr2i0LTIcUmwT,Need U,2019-08-16,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.714,0.705,10,-6.479,1,0.0995,0.292,0.000386,0.126,0.471,114.994,219521
3014,48QmG1dfvMuYLxMPt7KSRA,No Lie,Sean Paul,76,5xrOcCoO3jkXRjHQjfESM6,Mad Love The Prequel,2018-06-29,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.742,0.882,7,-2.862,1,0.117,0.0466,0.0,0.206,0.463,102.04,221176
656,48X9IcdoKdIlNIzHLtZ8D5,Perspective,AMAANDA,32,6WDwj78J1txGtqJ7rWepJv,Perspective,2019-09-20,Pop / Dance,6mXh8CUBMBsBUu88a4eAQV,pop,dance pop,0.782,0.598,7,-7.955,1,0.224,0.592,0.0,0.242,0.383,114.932,148147
2992,48bSfSZaq9Aizbu4AWn4st,Febreze (feat. 2 Chainz),Jack Ü,57,6bfkwBrGYKJFk6Z4QVyjxd,Skrillex and Diplo present Jack Ü,2015-02-24,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.68,0.983,2,-3.51,1,0.333,0.0184,0.0,0.289,0.263,149.829,214400
973,48fLPV7iCWxVoOqHdMrmc7,Ego,Rich Edwards,28,26TVpQLJSXSlH0gPQnTm8N,Ego,2018-04-13,Pop Dance Hits,7eERKCkgNKCCx5GYdeMIZf,pop,dance pop,0.6,0.634,9,-5.946,0,0.0286,0.336,0.0,0.109,0.214,105.023,193714
967,48jHHmb5clst09XAbv4kXx,Like You,Anthony Dircson,24,7dy2W1x5M8YxaRfTtOwPjX,Like You,2018-07-27,Pop Dance Hits,7eERKCkgNKCCx5GYdeMIZf,pop,dance pop,0.651,0.528,10,-8.162,1,0.0293,0.356,0.0,0.111,0.381,90.0,164000
5326,48lVHYfNO1TvL54zMNwVnX,Need You Now,Lady Antebellum,15,5nzSVa3uk2ctc4ELkld7mj,Need You Now (Remix),2010-01-01,Deep-deep Bubble Pop,744VClUYfFnZCDPcOUkg5G,pop,indie poptimism,0.588,0.724,4,-4.379,1,0.0315,0.0348,9.52e-05,0.239,0.377,107.986,236787
2924,48nmKZkd67ATPI8ROOJhkK,Lady (feat. Pitbull),Austin Mahone,3,0PMO0t7hroaEi9A6SX15qZ,For Me+You,2016-12-30,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.751,0.829,10,-4.906,0,0.0832,0.164,7.71e-05,0.341,0.672,125.958,211278
1505,48qKqo6HgIG8VLN4CpYb37,Magic,Selena Gomez,47,0KtS4pLIAdZ1An17zMdjbz,Wizards Of Waverly Place,2009-01-01,Post teen pop,7jQHOrErpLMStcUUSavQWR,pop,post-teen pop,0.602,0.922,11,-3.061,0,0.0386,0.00632,0.0,0.284,0.396,104.101,169733
891,48r9VGBsm0WhLf5k8EuEcU,100 (feat. Dawn Elektra),Galactus Jack,27,15PpOTzWk6BLk6X0D9xsAP,"Younger Days, Pt. 2",2017-08-25,Christian Dance Party,37i9dQZF1DWUUPO0Sbx2CM,pop,dance pop,0.722,0.635,1,-6.211,1,0.0435,0.0543,0.000368,0.103,0.364,107.013,203304
2609,49ATdDBSasXb6wsHdrB2xQ,No Candle No Light (feat. Nicki Minaj),ZAYN,4,5SYsmwLMVdd4dD2SziOHlj,No Candle No Light (feat. Nicki Minaj),2018-11-15,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.612,0.742,5,-4.198,0,0.0519,0.0176,0.000102,0.101,0.431,122.052,193399
3326,49EAN1FCYDbxfEHS3xJvby,Me Pregunto,Belanova,51,5aamU0jIrX7bsjUsPCFVAK,Dulce Beat,2006,ELECTROPOP EN ESPAÑOL,3VfscqF7zq65IGKiYM3FS0,pop,electropop,0.774,0.878,9,-6.996,0,0.0335,0.0142,0.0828,0.0659,0.972,125.007,187547
2779,49ET87ppwodJiY7TVafBDx,Esquemas Juveniles,Javiera Mena,0,0xwdGnc7p7WOlIeQLU5mIw,Esquemas Juveniles,2006-10-05,This Is: Javiera Mena,37i9dQZF1DWSOvcBNdfJ87,pop,electropop,0.533,0.461,7,-11.589,1,0.024,0.705,0.796,0.0926,0.573,83.573,214254
1753,49FYlytm3dAAraYgpoJZux,Umbrella,Rihanna,80,3JSWZWeTHF4HDGt5Eozdy7,Good Girl Gone Bad: Reloaded,2008-06-02,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,pop,post-teen pop,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,275987
4738,49KpQCADAIEfKnmNa6QUXm,You Love Me,flora cash,56,4SY0d1l0zegLF9w4spVycy,You Love Me,2020-01-10,The Pulse of Indie Poptimism,5qFXOOxrQVyS4UCq3UilZN,pop,indie poptimism,0.542,0.49,9,-7.455,0,0.0276,0.363,0.0,0.108,0.24,114.041,221640
4470,49YNXgHWiNSxz2wGtXCVZ7,Set On Fire,MAGIC GIANT,51,7tSccVmXBn6RyHKoeKgKIv,In The Wind,2017-05-19,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,0.229,0.871,6,-4.558,1,0.103,0.0133,2.18e-06,0.266,0.395,86.965,215653
3826,49aLCvvEKM5EA8IYwDmtaE,Intoxicated - Radio Edit,Martin Solveig,57,6heKMHyHa6R2jrsUaX7LWm,Intoxicated (Radio Edit),2015-03-20,10er Playlist,1kEczIkZH8IgaWT2BiApxZ,pop,electropop,0.792,0.688,0,-4.008,1,0.0386,0.00435,0.00477,0.0972,0.502,124.987,159560
1951,49rpdsNYJirTTf6p6mMvag,Angel With A Shotgun,The Cab,64,27kmprYNLOGnR8roobHW5D,Symphony Soldier,2011,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.546,0.837,2,-5.13,1,0.0519,0.00549,0.0,0.387,0.402,124.007,221387
364,49ziHtycEUnbFQtE8e8slt,Jackie Chan,Tiësto,60,7aE9lb09OAGPZHkdC4bM8R,Jackie Chan,2018-05-18,Pop Warmup 130 BPM,37i9dQZF1DX3PIAZMcbo2T,pop,dance pop,0.742,0.838,3,-2.758,0,0.0476,0.339,0.0,0.0595,0.694,128.022,215676
3950,4A1IGpeMdt8sUdTPfNzYcd,Brightest Light - Radio Edit,FDVM,26,5ePsyNYPL613mI8nqs7kwS,Brightest Light (Radio Edit),2015-11-27,Chillout & Remixes 💜,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.812,0.472,10,-9.03,0,0.0441,0.525,0.0886,0.102,0.596,121.956,205063
3251,4ABfaDgFSkYhGeek6db2L9,First Day on the Job,Paul Haslinger,26,6SREPA19KJrxIfMhijErlF,Halt and Catch Fire (Original Television Series Soundtrack),2016-08-19,Electropop And Play,7p30DzTAgW6OhspSXHTI88,pop,electropop,0.693,0.52,7,-17.197,1,0.0463,0.828,0.943,0.0878,0.325,120.028,76067
2628,4AhSkRYioEIfGvCV19peYN,Suncity (feat. Empress Of),Khalid,65,2Qxc2NJ7yPKVFRWi3llRr2,Suncity,2018-10-18,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.695,0.639,7,-6.897,0,0.153,0.107,0.000657,0.118,0.344,90.027,189493
3017,4AqH4V7PEC5BTK29FVmXQd,Lines of the Broken,DROELOE,56,025njwSJ67gymZaZ7i3rHh,Lines of the Broken,2017-05-16,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.593,0.569,8,-7.071,1,0.164,0.208,0.00442,0.221,0.3,149.908,220800
731,4AyvLHET4Zl794yQiQvxmp,Push It On Me,Damien,56,7eMw66z2V2W4LelK493lXS,Push It On Me,2019-11-21,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,pop,dance pop,0.626,0.568,5,-10.307,0,0.216,0.629,5.8e-05,0.112,0.581,179.821,164333
2854,4B2kkxg3wKSTZw5JPaUtzQ,On & On,Cartoon,71,0Lt1PzvVZoslDNI2Jsq6pW,On & On,2015-07-09,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,0.458,0.696,11,-4.742,1,0.0402,0.285,0.0,0.123,0.418,174.141,207069
2952,4BDb93hwHyVwWbci7CzeDE,We Were Rock and Roll,Janelle Monáe,38,3bnHtSmmsgJiG82hGCmsq9,The Electric Lady,2013-09-06,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.651,0.769,10,-8.652,0,0.0284,0.012,9.66e-05,0.102,0.8,129.988,259467
4730,4BE7L7XB1I7X8v4imHVhoG,she,Hayley Kiyoko,50,5hniheiwAhenz8L50qqD4r,I'm Too Sensitive For This Shit,2020-01-13,The Pulse of Indie Poptimism,5qFXOOxrQVyS4UCq3UilZN,pop,indie poptimism,0.754,0.654,8,-5.291,1,0.0331,0.00158,0.035,0.137,0.627,95.987,191176
2710,4BHzQ9C00ceJxfG16AlNWb,Send My Love (To Your New Lover),Adele,71,0K4pIOOsfJ9lK8OjrZfXzd,25,2016-06-24,ELECTROPOP,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.69,0.524,6,-8.39,0,0.103,0.0415,3.16e-06,0.17,0.562,164.023,223080
304,4BM4ml3TgBFALLaCaJtVhi,Pumped Up,Klingande,56,6pCYWWK3GomeTRX2SlxhHc,Pumped Up,2017-09-08,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,0.732,0.734,0,-6.423,1,0.107,0.00719,1.49e-05,0.34,0.643,123.033,177073
651,4BX9utrulgT68sAqwWjrkZ,LA & The Parties,Lost Kings,60,4w93xIU3AFd4X2ZkNfniz9,LA & The Parties,2019-10-11,Pop / Dance,6mXh8CUBMBsBUu88a4eAQV,pop,dance pop,0.543,0.883,10,-4.247,1,0.065,0.0667,8.49e-05,0.156,0.523,157.815,165685
5003,4BYl0dM7AAx8FeUCAvIK7w,Pray,The Erised,24,2lDuslZKEheyTP0qd9xmv9,Desire EP,2015-02-02,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,pop,indie poptimism,0.58,0.448,5,-9.885,0,0.0513,0.184,0.00532,0.119,0.0917,124.923,199646
4896,4BdGO1CaObRD4La9l5Zanz,Sit Next to Me,Foster The People,74,5lFvZh6pCTJzr9UStebyCF,Sacred Hearts Club,2017-07-21,Indie Poptimism,7Ic1UwucK3ozdycPBIPVSR,pop,indie poptimism,0.638,0.738,6,-4.976,0,0.0292,0.117,0.000384,0.689,0.657,97.021,243147
4469,4BhXlLrlJSSA6b2LknHyBC,Dead 2 Me,Emily Vaughn,36,7akKzifW3Cj48Gje50KAgh,Dead 2 Me,2019-02-15,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,0.457,0.612,4,-6.765,0,0.156,0.233,0.0,0.117,0.495,160.097,165000
3354,4BidnF0FAjHSUqWhtQYZDI,Historias (feat. Chela Rivas) - Original Mix,Tony Dark Eyes,19,29XCnqokIUd00ziZvrObTn,Historias (feat. Chela Rivas),2014-06-17,ELECTROPOP EN ESPAÑOL,3VfscqF7zq65IGKiYM3FS0,pop,electropop,0.534,0.858,9,-8.171,0,0.0348,0.000613,0.00507,0.217,0.0568,128.01,213999
2605,4BiiOzZCrXEzHRLYcYFiD5,Hope,The Chainsmokers,74,6ZvDJs17O3woQirttKRYCG,Sick Boy,2018-12-14,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.773,0.699,1,-5.982,0,0.0958,0.488,3.6e-06,0.0814,0.513,104.941,180120
3476,4BixGe6AcqJU2etTzeh2cN,Such a Shame,Talk Talk,57,1yOxV9lKsPgj1QvDsc46rQ,Natural History - The Very Best Of Talk Talk,1990-05-21,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",2nRWtTI9a2LWjJ9Wy3JZs5,pop,electropop,0.598,0.68,3,-11.431,0,0.029,0.209,0.00172,0.3,0.708,112.067,257627
861,4BqQrDNmfGfujQ4wPRb5tS,Reckless Love,Verses,38,03I4434NGoyIoKdHRMtPH6,Reckless Love,2018-10-26,Christian Dance Party,37i9dQZF1DWUUPO0Sbx2CM,pop,dance pop,0.426,0.634,5,-7.339,1,0.0505,0.0162,0.0,0.0986,0.161,173.736,227267
5119,4BqwtA09d5FIHbdL3FZRxi,Oh No,Andrew Bird,38,6mBVlPWGqKYGGTVsSxPWPW,Noble Beast,2008,indie poptimism,1E5VdGGWkpDQ682gdvJAZH,pop,indie poptimism,0.804,0.467,0,-10.345,0,0.042,0.554,0.00188,0.101,0.368,119.648,260760
3659,4ByEFOBuLXpCqvO1kw8Wdm,(I Just) Died In Your Arms,Cutting Crew,71,3wCe8HjHk6QNGcf5D3jgW1,Broadcast,1986-01-01,80's Songs | Top 💯 80s Music Hits,65HtIbyFkaQPflCa4oW8KO,pop,electropop,0.625,0.726,11,-11.402,0,0.0444,0.0158,0.000169,0.0625,0.507,124.945,280400
3482,4CBgcRYGyWjGGaSFuPJChO,Femme Fatale,Agonoize,0,5okNYJKhjmThgITFUzwOyz,Sieben,2007-11-09,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop,53CmFroG6MWR5reOOXJX6B,pop,electropop,0.609,0.988,11,-6.653,1,0.047,0.00484,0.768,0.158,0.489,136.004,304973
5273,4CF0ypdrYDSEtAczdwrQwo,Somewhere Tonight,Beach House,33,4fK6IEJgB00to8SruSWTUY,Thank Your Lucky Stars,2015-10-16,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.135,0.312,7,-11.607,1,0.0304,0.452,0.936,0.175,0.0827,173.782,253960
3592,4CGAWAPtcZWu4fRM1Jr0Z3,Love Bites,Luck Wallace,21,5xZ6m1DRXo1W8WFAImttu5,Legendary Rock Ballads: Best Hard Rock & Heavy Metal Power Ballads. Greatest Love Songs 80's 90's,2014-09-20,80's Songs | Top 💯 80s Music Hits,65HtIbyFkaQPflCa4oW8KO,pop,electropop,0.579,0.653,0,-7.972,0,0.0312,0.231,6.28e-06,0.11,0.519,127.981,319098
5147,4CRvXmp3xs3LCjFh7u058r,Love Me,Jane XØ,39,5sKRN8FuzKEsxmdvEoutPh,Love Me,2016-11-11,Indie Poptimism,2QiMewRbSavfZ9MSAYz2h6,pop,indie poptimism,0.384,0.765,1,-1.826,1,0.0522,0.602,0.000266,0.197,0.429,83.454,211088
2488,4Ce37cRWvM1vIGGynKcs22,Starving,Hailee Steinfeld,77,18pR217SWwBjODSRWFBw0I,Starving,2016-07-22,Electropop Hits  2017-2020,7kyvBmlc1uSqsTL0EuNLrx,pop,electropop,0.729,0.615,4,-4.238,1,0.0647,0.378,0.0,0.105,0.508,99.989,181880
2930,4CoM21pk8SxQh4L7ijqhRu,I Like That,Janelle Monáe,48,7f9YpRlnlfhCkCETY5UkMB,I Like That,2018-04-16,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.482,0.453,0,-8.864,1,0.059,0.0323,0.00243,0.149,0.17,134.799,200338
4033,4CvLP28DM6r7h9mEa55FBb,Human Touch,Betty Who,48,73AQHzR5yXHtA71tfeX6H2,The Valley,2017-03-24,POPTIMISM,6lWMi4lPiiPwDqn8ZpeyAY,pop,indie poptimism,0.722,0.718,11,-4.081,0,0.0426,0.0588,5.22e-06,0.0931,0.656,102.979,213920
4742,4D09e1TfOMbuMadTLcl1P6,Faith (with Dolly Parton) [feat. Mr. Probz] - Acoustic,Galantis,57,4GReJagRcBTMq97kYMU7Zy,Faith (with Dolly Parton) [feat. Mr. Probz] [Acoustic],2020-01-10,The Pulse of Indie Poptimism,5qFXOOxrQVyS4UCq3UilZN,pop,indie poptimism,0.557,0.518,7,-7.043,1,0.0315,0.339,0.0,0.0867,0.354,110.291,173218
1434,4D3IIkBWnpL097OkljGnRW,Live Forever (With Cheat Codes),Liam Payne,71,52pHDA5D1zt7xcfJdOkHWx,LP1,2019-12-06,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.69,0.676,7,-6.111,1,0.0335,0.213,0.0,0.123,0.664,100.023,174780
305,4D3o6Hh3GydRpTTlyLP3D9,California,Hot Shade,65,6dftjHiL3zcmIivOvehjPP,California,2018-05-04,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,0.619,0.735,7,-3.925,1,0.0445,0.017,1.78e-06,0.347,0.668,119.981,169157
4163,4D5POIvEJfBH8wO80Ic4T8,Before Paris,Tom Misch,50,28enuddLPEA914scE6Drvk,Geography,2018-04-06,Indie/Jazz Poptimism,6OaTudLqBEuTyUMPxRNpZc,pop,indie poptimism,0.714,0.373,6,-12.269,0,0.234,0.711,0.0373,0.134,0.082,103.967,149811
4350,4DAaQ5InUO23d8yNRbB0Yj,6's to 9's (feat. Rationale),Big Wild,64,7LZAgsQQr0cm61SmUdgKlz,Superdream,2019-02-01,2019 in Indie Poptimism,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.714,0.663,8,-5.799,1,0.0694,0.145,0.0,0.264,0.64,95.497,206073
1911,4DMKwE2E2iYDKY01C335Uw,Carry on Wayward Son,Kansas,74,7MejfRSNnrpcLZIxkeZDqR,Leftoverture,1976,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.483,0.786,7,-5.735,1,0.0319,0.00316,8.86e-05,0.446,0.793,126.748,323000
1681,4DOC75w7NMw8bsiVQ7rw4S,Don't Be So Hard,The Audition,29,63y7SlRNB55XQQf9NkC0nf,Controversy Loves Company,2005,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,pop,post-teen pop,0.39,0.917,6,-3.722,1,0.0745,0.00146,3.9e-06,0.129,0.458,169.952,194280
1833,4DTrKnvkHtwQN6kBu4XXIF,She's So Gone,Naomi Scott,66,6Vsml6sziVKBHxbMEp5wgQ,Lemonade Mouth,2011-01-01,🤩🤪Post Teen Pop🤪🤩,6IT8LGpwLw3Pt2XnVUBN7j,pop,post-teen pop,0.518,0.861,11,-4.002,1,0.0673,0.0277,1.42e-06,0.249,0.457,141.986,186453
3702,4Dgu832fwSuZ4D7ZmNx948,When You're Out,Kauf,1,5P4Z2J5ceFhdjuVHZHZ1iy,As Much Again,2013-07-29,GTA V - Radio Mirror Park,31R7Gd07KsDafqJEeL4Hqr,pop,electropop,0.611,0.758,6,-6.431,0,0.0379,0.00207,0.0411,0.129,0.445,100.998,310685
